40	0.037317	0.037317	0.037317	0.037317	0.037317	0.037317
45	0.026051	0.026051	0.026051	0.026051	0.026051	0.026051
50	0.046573	0.046573	0.046573	0.046573	0.046573	0.046573
55	0.020606	0.020606	0.020606	0.020606	0.020606	0.020606
60	0.151605	0.151605	0.151605	0.151605	0.151605	0.151605
65	0.027254	0.027254	0.027254	0.027254	0.027254	0.027254
70	0.119245	0.119245	0.119245	0.119245	0.119245	0.119245
75	0.013960	0.013960	0.013960	0.013960	0.013960	0.013960
80	0.059609	0.059609	0.059609	0.059609	0.059609	0.059609
4	0.022543	0.022543	0.022543	0.022543	0.022543	0.022543
9	0.025760	0.025760	0.025760	0.025760	0.025760	0.025760
14	0.029354	0.029354	0.029354	0.029354	0.029354	0.029354
19	0.066938	0.066938	0.066938	0.066938	0.066938	0.066938
24	0.068943	0.068943	0.068943	0.068943	0.068943	0.068943
29	0.043860	0.043860	0.043860	0.043860	0.043860	0.043860
34	0.079898	0.079898	0.079898	0.079898	0.079898	0.079898
39	0.030175	0.030175	0.030175	0.030175	0.030175	0.030175
44	0.088840	0.088840	0.088840	0.088840	0.088840	0.088840
49	0.025172	0.025172	0.025172	0.025172	0.025172	0.025172
54	0.137980	0.137980	0.137980	0.137980	0.137980	0.137980
59	0.101062	0.101062	0.101062	0.101062	0.101062	0.101062
64	0.121371	0.121371	0.121371	0.121371	0.121371	0.121371
69	0.049800	0.049800	0.049800	0.049800	0.049800	0.049800
74	0.088705	0.088705	0.088705	0.088705	0.088705	0.088705
79	0.032585	0.032585	0.032585	0.032585	0.032585	0.032585
3	0.065297	0.065297	0.065297	0.065297	0.065297	0.065297
8	0.050975	0.050975	0.050975	0.050975	0.050975	0.050975
13	0.019902	0.019902	0.019902	0.019902	0.019902	0.019902
18	0.048364	0.048364	0.048364	0.048364	0.048364	0.048364
23	0.020924	0.020924	0.020924	0.020924	0.020924	0.020924
28	0.028268	0.028268	0.028268	0.028268	0.028268	0.028268
33	0.051073	0.051073	0.051073	0.051073	0.051073	0.051073
38	0.114291	0.114291	0.114291	0.114291	0.114291	0.114291
43	0.025102	0.025102	0.025102	0.025102	0.025102	0.025102
48	0.050984	0.050984	0.050984	0.050984	0.050984	0.050984
53	0.051501	0.051501	0.051501	0.051501	0.051501	0.051501
58	0.053632	0.053632	0.053632	0.053632	0.053632	0.053632
63	0.061715	0.061715	0.061715	0.061715	0.061715	0.061715
68	0.053292	0.053292	0.053292	0.053292	0.053292	0.053292
73	0.031463	0.031463	0.031463	0.031463	0.031463	0.031463
78	0.047940	0.047940	0.047940	0.047940	0.047940	0.047940
2	0.052811	0.052811	0.052811	0.052811	0.052811	0.052811
7	0.026350	0.026350	0.026350	0.026350	0.026350	0.026350
12	0.024742	0.024742	0.024742	0.024742	0.024742	0.024742
17	0.047930	0.047930	0.047930	0.047930	0.047930	0.047930
22	0.024156	0.024156	0.024156	0.024156	0.024156	0.024156
27	0.020880	0.020880	0.020880	0.020880	0.020880	0.020880
32	0.019332	0.019332	0.019332	0.019332	0.019332	0.019332
37	0.051532	0.051532	0.051532	0.051532	0.051532	0.051532
42	0.030009	0.030009	0.030009	0.030009	0.030009	0.030009
47	0.041164	0.041164	0.041164	0.041164	0.041164	0.041164
52	0.043653	0.043653	0.043653	0.043653	0.043653	0.043653
57	0.023953	0.023953	0.023953	0.023953	0.023953	0.023953
62	0.058367	0.058367	0.058367	0.058367	0.058367	0.058367
67	0.032509	0.032509	0.032509	0.032509	0.032509	0.032509
72	0.161595	0.161595	0.161595	0.161595	0.161595	0.161595
77	0.119206	0.119206	0.119206	0.119206	0.119206	0.119206
1	0.057279	0.057279	0.057279	0.057279	0.057279	0.057279
6	0.023898	0.023898	0.023898	0.023898	0.023898	0.023898
11	0.056668	0.056668	0.056668	0.056668	0.056668	0.056668
16	0.033425	0.033425	0.033425	0.033425	0.033425	0.033425
21	0.067049	0.067049	0.067049	0.067049	0.067049	0.067049
26	0.128484	0.128484	0.128484	0.128484	0.128484	0.128484
31	0.050522	0.050522	0.050522	0.050522	0.050522	0.050522
36	0.031548	0.031548	0.031548	0.031548	0.031548	0.031548
41	0.041284	0.041284	0.041284	0.041284	0.041284	0.041284
46	0.121041	0.121041	0.121041	0.121041	0.121041	0.121041
51	0.029440	0.029440	0.029440	0.029440	0.029440	0.029440
56	0.022674	0.022674	0.022674	0.022674	0.022674	0.022674
61	0.092015	0.092015	0.092015	0.092015	0.092015	0.092015
66	0.089404	0.089404	0.089404	0.089404	0.089404	0.089404
71	0.056769	0.056769	0.056769	0.056769	0.056769	0.056769
76	0.026292	0.026292	0.026292	0.026292	0.026292	0.026292
0	0.078244	0.078244	0.078244	0.078244	0.078244	0.078244
5	0.060496	0.060496	0.060496	0.060496	0.060496	0.060496
10	0.016894	0.016894	0.016894	0.016894	0.016894	0.016894
15	0.111725	0.111725	0.111725	0.111725	0.111725	0.111725
20	0.037815	0.037815	0.037815	0.037815	0.037815	0.037815
25	0.023408	0.023408	0.023408	0.023408	0.023408	0.023408
30	0.029502	0.029502	0.029502	0.029502	0.029502	0.029502
35	0.021666	0.021666	0.021666	0.021666	0.021666	0.021666
40	0.044359	0.044359	0.044359	0.044359	0.044359	0.044359
45	0.116086	0.116086	0.116086	0.116086	0.116086	0.116086
50	0.042326	0.042326	0.042326	0.042326	0.042326	0.042326
55	0.029581	0.029581	0.029581	0.029581	0.029581	0.029581
60	0.279243	0.279243	0.279243	0.279243	0.279243	0.279243
65	0.071986	0.071986	0.071986	0.071986	0.071986	0.071986
70	0.019385	0.019385	0.019385	0.019385	0.019385	0.019385
75	0.049053	0.049053	0.049053	0.049053	0.049053	0.049053
80	0.033435	0.033435	0.033435	0.033435	0.033435	0.033435
4	0.040149	0.040149	0.040149	0.040149	0.040149	0.040149
9	0.022495	0.022495	0.022495	0.022495	0.022495	0.022495
14	0.037235	0.037235	0.037235	0.037235	0.037235	0.037235
19	0.038436	0.038436	0.038436	0.038436	0.038436	0.038436
24	0.044107	0.044107	0.044107	0.044107	0.044107	0.044107
29	0.052020	0.052020	0.052020	0.052020	0.052020	0.052020
34	0.031849	0.031849	0.031849	0.031849	0.031849	0.031849
39	0.036834	0.036834	0.036834	0.036834	0.036834	0.036834
44	0.091289	0.091289	0.091289	0.091289	0.091289	0.091289
49	0.017738	0.017738	0.017738	0.017738	0.017738	0.017738
54	0.163848	0.163848	0.163848	0.163848	0.163848	0.163848
59	0.067044	0.067044	0.067044	0.067044	0.067044	0.067044
64	0.048484	0.048484	0.048484	0.048484	0.048484	0.048484
69	0.067182	0.067182	0.067182	0.067182	0.067182	0.067182
74	0.104817	0.104817	0.104817	0.104817	0.104817	0.104817
79	0.025832	0.025832	0.025832	0.025832	0.025832	0.025832
3	0.015056	0.015056	0.015056	0.015056	0.015056	0.015056
8	0.020841	0.020841	0.020841	0.020841	0.020841	0.020841
13	0.018975	0.018975	0.018975	0.018975	0.018975	0.018975
18	0.039498	0.039498	0.039498	0.039498	0.039498	0.039498
23	0.055882	0.055882	0.055882	0.055882	0.055882	0.055882
28	0.050736	0.050736	0.050736	0.050736	0.050736	0.050736
33	0.135611	0.135611	0.135611	0.135611	0.135611	0.135611
38	0.047366	0.047366	0.047366	0.047366	0.047366	0.047366
43	0.054054	0.054054	0.054054	0.054054	0.054054	0.054054
48	0.029436	0.029436	0.029436	0.029436	0.029436	0.029436
53	0.023190	0.023190	0.023190	0.023190	0.023190	0.023190
58	0.038738	0.038738	0.038738	0.038738	0.038738	0.038738
63	0.023748	0.023748	0.023748	0.023748	0.023748	0.023748
68	0.078536	0.078536	0.078536	0.078536	0.078536	0.078536
73	0.020673	0.020673	0.020673	0.020673	0.020673	0.020673
78	0.041193	0.041193	0.041193	0.041193	0.041193	0.041193
2	0.061698	0.061698	0.061698	0.061698	0.061698	0.061698
7	0.022415	0.022415	0.022415	0.022415	0.022415	0.022415
12	0.016205	0.016205	0.016205	0.016205	0.016205	0.016205
17	0.057191	0.057191	0.057191	0.057191	0.057191	0.057191
22	0.063621	0.063621	0.063621	0.063621	0.063621	0.063621
27	0.062067	0.062067	0.062067	0.062067	0.062067	0.062067
32	0.070679	0.070679	0.070679	0.070679	0.070679	0.070679
37	0.024061	0.024061	0.024061	0.024061	0.024061	0.024061
42	0.065930	0.065930	0.065930	0.065930	0.065930	0.065930
47	0.020115	0.020115	0.020115	0.020115	0.020115	0.020115
52	0.220581	0.220581	0.220581	0.220581	0.220581	0.220581
57	0.029778	0.029778	0.029778	0.029778	0.029778	0.029778
62	0.047525	0.047525	0.047525	0.047525	0.047525	0.047525
67	0.063973	0.063973	0.063973	0.063973	0.063973	0.063973
72	0.032319	0.032319	0.032319	0.032319	0.032319	0.032319
77	0.020749	0.020749	0.020749	0.020749	0.020749	0.020749
1	0.109945	0.109945	0.109945	0.109945	0.109945	0.109945
6	0.011870	0.011870	0.011870	0.011870	0.011870	0.011870
11	0.060448	0.060448	0.060448	0.060448	0.060448	0.060448
16	0.027937	0.027937	0.027937	0.027937	0.027937	0.027937
21	0.066113	0.066113	0.066113	0.066113	0.066113	0.066113
26	0.042472	0.042472	0.042472	0.042472	0.042472	0.042472
31	0.014507	0.014507	0.014507	0.014507	0.014507	0.014507
36	0.022765	0.022765	0.022765	0.022765	0.022765	0.022765
41	0.063998	0.063998	0.063998	0.063998	0.063998	0.063998
46	0.032672	0.032672	0.032672	0.032672	0.032672	0.032672
51	0.037825	0.037825	0.037825	0.037825	0.037825	0.037825
56	0.023751	0.023751	0.023751	0.023751	0.023751	0.023751
61	0.082506	0.082506	0.082506	0.082506	0.082506	0.082506
66	0.035365	0.035365	0.035365	0.035365	0.035365	0.035365
71	0.021541	0.021541	0.021541	0.021541	0.021541	0.021541
76	0.020574	0.020574	0.020574	0.020574	0.020574	0.020574
0	0.029813	0.029813	0.029813	0.029813	0.029813	0.029813
5	0.017022	0.017022	0.017022	0.017022	0.017022	0.017022
10	0.035351	0.035351	0.035351	0.035351	0.035351	0.035351
15	0.075223	0.075223	0.075223	0.075223	0.075223	0.075223
20	0.108394	0.108394	0.108394	0.108394	0.108394	0.108394
25	0.033983	0.033983	0.033983	0.033983	0.033983	0.033983
30	0.022883	0.022883	0.022883	0.022883	0.022883	0.022883
35	0.031209	0.031209	0.031209	0.031209	0.031209	0.031209
40	0.030440	0.030440	0.030440	0.030440	0.030440	0.030440
45	0.066007	0.066007	0.066007	0.066007	0.066007	0.066007
50	0.042558	0.042558	0.042558	0.042558	0.042558	0.042558
55	0.047772	0.047772	0.047772	0.047772	0.047772	0.047772
60	0.017863	0.017863	0.017863	0.017863	0.017863	0.017863
65	0.029170	0.029170	0.029170	0.029170	0.029170	0.029170
70	0.034798	0.034798	0.034798	0.034798	0.034798	0.034798
75	0.045434	0.045434	0.045434	0.045434	0.045434	0.045434
80	0.046036	0.046036	0.046036	0.046036	0.046036	0.046036
4	0.026241	0.026241	0.026241	0.026241	0.026241	0.026241
9	0.078952	0.078952	0.078952	0.078952	0.078952	0.078952
14	0.027694	0.027694	0.027694	0.027694	0.027694	0.027694
19	0.032619	0.032619	0.032619	0.032619	0.032619	0.032619
24	0.019563	0.019563	0.019563	0.019563	0.019563	0.019563
29	0.024178	0.024178	0.024178	0.024178	0.024178	0.024178
34	0.060628	0.060628	0.060628	0.060628	0.060628	0.060628
39	0.050642	0.050642	0.050642	0.050642	0.050642	0.050642
44	0.121666	0.121666	0.121666	0.121666	0.121666	0.121666
49	0.061026	0.061026	0.061026	0.061026	0.061026	0.061026
54	0.038850	0.038850	0.038850	0.038850	0.038850	0.038850
59	0.056993	0.056993	0.056993	0.056993	0.056993	0.056993
64	0.018961	0.018961	0.018961	0.018961	0.018961	0.018961
69	0.110297	0.110297	0.110297	0.110297	0.110297	0.110297
74	0.061958	0.061958	0.061958	0.061958	0.061958	0.061958
79	0.023686	0.023686	0.023686	0.023686	0.023686	0.023686
3	0.014852	0.014852	0.014852	0.014852	0.014852	0.014852
8	0.017642	0.017642	0.017642	0.017642	0.017642	0.017642
13	0.024541	0.024541	0.024541	0.024541	0.024541	0.024541
18	0.035440	0.035440	0.035440	0.035440	0.035440	0.035440
23	0.018255	0.018255	0.018255	0.018255	0.018255	0.018255
28	0.063001	0.063001	0.063001	0.063001	0.063001	0.063001
33	0.028179	0.028179	0.028179	0.028179	0.028179	0.028179
38	0.038189	0.038189	0.038189	0.038189	0.038189	0.038189
43	0.059232	0.059232	0.059232	0.059232	0.059232	0.059232
48	0.208512	0.208512	0.208512	0.208512	0.208512	0.208512
53	0.017557	0.017557	0.017557	0.017557	0.017557	0.017557
58	0.027377	0.027377	0.027377	0.027377	0.027377	0.027377
63	0.026010	0.026010	0.026010	0.026010	0.026010	0.026010
68	0.060539	0.060539	0.060539	0.060539	0.060539	0.060539
73	0.035646	0.035646	0.035646	0.035646	0.035646	0.035646
78	0.022599	0.022599	0.022599	0.022599	0.022599	0.022599
2	0.028830	0.028830	0.028830	0.028830	0.028830	0.028830
7	0.034961	0.034961	0.034961	0.034961	0.034961	0.034961
12	0.029381	0.029381	0.029381	0.029381	0.029381	0.029381
17	0.014439	0.014439	0.014439	0.014439	0.014439	0.014439
22	0.094046	0.094046	0.094046	0.094046	0.094046	0.094046
27	0.034660	0.034660	0.034660	0.034660	0.034660	0.034660
32	0.190948	0.190948	0.190948	0.190948	0.190948	0.190948
37	0.035402	0.035402	0.035402	0.035402	0.035402	0.035402
42	0.026924	0.026924	0.026924	0.026924	0.026924	0.026924
47	0.108936	0.108936	0.108936	0.108936	0.108936	0.108936
52	0.030697	0.030697	0.030697	0.030697	0.030697	0.030697
57	0.012564	0.012564	0.012564	0.012564	0.012564	0.012564
62	0.059574	0.059574	0.059574	0.059574	0.059574	0.059574
67	0.070264	0.070264	0.070264	0.070264	0.070264	0.070264
72	0.129355	0.129355	0.129355	0.129355	0.129355	0.129355
77	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102
1	0.048620	0.048620	0.048620	0.048620	0.048620	0.048620
6	0.017058	0.017058	0.017058	0.017058	0.017058	0.017058
11	0.015708	0.015708	0.015708	0.015708	0.015708	0.015708
16	0.022187	0.022187	0.022187	0.022187	0.022187	0.022187
21	0.018735	0.018735	0.018735	0.018735	0.018735	0.018735
26	0.017880	0.017880	0.017880	0.017880	0.017880	0.017880
31	0.073063	0.073063	0.073063	0.073063	0.073063	0.073063
36	0.023704	0.023704	0.023704	0.023704	0.023704	0.023704
41	0.036482	0.036482	0.036482	0.036482	0.036482	0.036482
46	0.026520	0.026520	0.026520	0.026520	0.026520	0.026520
51	0.016999	0.016999	0.016999	0.016999	0.016999	0.016999
56	0.025512	0.025512	0.025512	0.025512	0.025512	0.025512
61	0.014465	0.014465	0.014465	0.014465	0.014465	0.014465
66	0.038007	0.038007	0.038007	0.038007	0.038007	0.038007
71	0.020541	0.020541	0.020541	0.020541	0.020541	0.020541
76	0.038648	0.038648	0.038648	0.038648	0.038648	0.038648
0	0.123096	0.123096	0.123096	0.123096	0.123096	0.123096
5	0.035198	0.035198	0.035198	0.035198	0.035198	0.035198
10	0.061844	0.061844	0.061844	0.061844	0.061844	0.061844
15	0.028103	0.028103	0.028103	0.028103	0.028103	0.028103
20	0.160410	0.160410	0.160410	0.160410	0.160410	0.160410
25	0.031683	0.031683	0.031683	0.031683	0.031683	0.031683
30	0.024127	0.024127	0.024127	0.024127	0.024127	0.024127
35	0.019742	0.019742	0.019742	0.019742	0.019742	0.019742
40	0.023257	0.023257	0.023257	0.023257	0.023257	0.023257
45	0.150936	0.150936	0.150936	0.150936	0.150936	0.150936
50	0.162724	0.162724	0.162724	0.162724	0.162724	0.162724
55	0.028960	0.028960	0.028960	0.028960	0.028960	0.028960
60	0.041268	0.041268	0.041268	0.041268	0.041268	0.041268
65	0.024550	0.024550	0.024550	0.024550	0.024550	0.024550
70	0.035007	0.035007	0.035007	0.035007	0.035007	0.035007
75	0.025801	0.025801	0.025801	0.025801	0.025801	0.025801
80	0.048285	0.048285	0.048285	0.048285	0.048285	0.048285
4	0.013656	0.013656	0.013656	0.013656	0.013656	0.013656
9	0.124468	0.124468	0.124468	0.124468	0.124468	0.124468
14	0.015807	0.015807	0.015807	0.015807	0.015807	0.015807
19	0.056737	0.056737	0.056737	0.056737	0.056737	0.056737
24	0.039360	0.039360	0.039360	0.039360	0.039360	0.039360
29	0.041167	0.041167	0.041167	0.041167	0.041167	0.041167
34	0.057293	0.057293	0.057293	0.057293	0.057293	0.057293
39	0.016427	0.016427	0.016427	0.016427	0.016427	0.016427
44	0.057385	0.057385	0.057385	0.057385	0.057385	0.057385
49	0.037042	0.037042	0.037042	0.037042	0.037042	0.037042
54	0.020211	0.020211	0.020211	0.020211	0.020211	0.020211
59	0.024739	0.024739	0.024739	0.024739	0.024739	0.024739
64	0.052675	0.052675	0.052675	0.052675	0.052675	0.052675
69	0.031140	0.031140	0.031140	0.031140	0.031140	0.031140
74	0.035453	0.035453	0.035453	0.035453	0.035453	0.035453
79	0.015769	0.015769	0.015769	0.015769	0.015769	0.015769
3	0.018789	0.018789	0.018789	0.018789	0.018789	0.018789
8	0.031064	0.031064	0.031064	0.031064	0.031064	0.031064
13	0.012530	0.012530	0.012530	0.012530	0.012530	0.012530
18	0.032013	0.032013	0.032013	0.032013	0.032013	0.032013
23	0.021552	0.021552	0.021552	0.021552	0.021552	0.021552
28	0.035253	0.035253	0.035253	0.035253	0.035253	0.035253
33	0.076987	0.076987	0.076987	0.076987	0.076987	0.076987
38	0.024342	0.024342	0.024342	0.024342	0.024342	0.024342
43	0.110347	0.110347	0.110347	0.110347	0.110347	0.110347
48	0.043551	0.043551	0.043551	0.043551	0.043551	0.043551
53	0.032591	0.032591	0.032591	0.032591	0.032591	0.032591
58	0.034704	0.034704	0.034704	0.034704	0.034704	0.034704
63	0.034709	0.034709	0.034709	0.034709	0.034709	0.034709
68	0.018746	0.018746	0.018746	0.018746	0.018746	0.018746
73	0.135165	0.135165	0.135165	0.135165	0.135165	0.135165
78	0.015747	0.015747	0.015747	0.015747	0.015747	0.015747
2	0.017124	0.017124	0.017124	0.017124	0.017124	0.017124
7	0.113726	0.113726	0.113726	0.113726	0.113726	0.113726
12	0.203246	0.203246	0.203246	0.203246	0.203246	0.203246
17	0.075304	0.075304	0.075304	0.075304	0.075304	0.075304
22	0.031015	0.031015	0.031015	0.031015	0.031015	0.031015
27	0.023857	0.023857	0.023857	0.023857	0.023857	0.023857
32	0.032483	0.032483	0.032483	0.032483	0.032483	0.032483
37	0.020688	0.020688	0.020688	0.020688	0.020688	0.020688
42	0.036847	0.036847	0.036847	0.036847	0.036847	0.036847
47	0.016561	0.016561	0.016561	0.016561	0.016561	0.016561
52	0.031428	0.031428	0.031428	0.031428	0.031428	0.031428
57	0.143052	0.143052	0.143052	0.143052	0.143052	0.143052
62	0.027950	0.027950	0.027950	0.027950	0.027950	0.027950
67	0.014492	0.014492	0.014492	0.014492	0.014492	0.014492
72	0.166279	0.166279	0.166279	0.166279	0.166279	0.166279
77	0.012697	0.012697	0.012697	0.012697	0.012697	0.012697
1	0.077998	0.077998	0.077998	0.077998	0.077998	0.077998
6	0.018465	0.018465	0.018465	0.018465	0.018465	0.018465
11	0.023868	0.023868	0.023868	0.023868	0.023868	0.023868
16	0.027032	0.027032	0.027032	0.027032	0.027032	0.027032
21	0.014697	0.014697	0.014697	0.014697	0.014697	0.014697
26	0.012259	0.012259	0.012259	0.012259	0.012259	0.012259
31	0.066153	0.066153	0.066153	0.066153	0.066153	0.066153
36	0.022356	0.022356	0.022356	0.022356	0.022356	0.022356
41	0.018629	0.018629	0.018629	0.018629	0.018629	0.018629
46	0.087065	0.087065	0.087065	0.087065	0.087065	0.087065
51	0.030009	0.030009	0.030009	0.030009	0.030009	0.030009
56	0.022919	0.022919	0.022919	0.022919	0.022919	0.022919
61	0.057292	0.057292	0.057292	0.057292	0.057292	0.057292
66	0.155338	0.155338	0.155338	0.155338	0.155338	0.155338
71	0.085491	0.085491	0.085491	0.085491	0.085491	0.085491
76	0.102183	0.102183	0.102183	0.102183	0.102183	0.102183
0	0.100330	0.100330	0.100330	0.100330	0.100330	0.100330
5	0.049822	0.049822	0.049822	0.049822	0.049822	0.049822
10	0.012831	0.012831	0.012831	0.012831	0.012831	0.012831
15	0.024261	0.024261	0.024261	0.024261	0.024261	0.024261
20	0.139966	0.139966	0.139966	0.139966	0.139966	0.139966
25	0.093367	0.093367	0.093367	0.093367	0.093367	0.093367
30	0.017654	0.017654	0.017654	0.017654	0.017654	0.017654
35	0.050944	0.050944	0.050944	0.050944	0.050944	0.050944
40	0.016201	0.016201	0.016201	0.016201	0.016201	0.016201
45	0.030513	0.030513	0.030513	0.030513	0.030513	0.030513
50	0.014172	0.014172	0.014172	0.014172	0.014172	0.014172
55	0.025943	0.025943	0.025943	0.025943	0.025943	0.025943
60	0.018483	0.018483	0.018483	0.018483	0.018483	0.018483
65	0.089169	0.089169	0.089169	0.089169	0.089169	0.089169
70	0.036687	0.036687	0.036687	0.036687	0.036687	0.036687
75	0.037927	0.037927	0.037927	0.037927	0.037927	0.037927
80	0.026877	0.026877	0.026877	0.026877	0.026877	0.026877
4	0.032799	0.032799	0.032799	0.032799	0.032799	0.032799
9	0.014044	0.014044	0.014044	0.014044	0.014044	0.014044
14	0.011489	0.011489	0.011489	0.011489	0.011489	0.011489
19	0.013636	0.013636	0.013636	0.013636	0.013636	0.013636
24	0.011159	0.011159	0.011159	0.011159	0.011159	0.011159
29	0.020974	0.020974	0.020974	0.020974	0.020974	0.020974
34	0.166606	0.166606	0.166606	0.166606	0.166606	0.166606
39	0.013344	0.013344	0.013344	0.013344	0.013344	0.013344
44	0.026684	0.026684	0.026684	0.026684	0.026684	0.026684
49	0.143892	0.143892	0.143892	0.143892	0.143892	0.143892
54	0.042816	0.042816	0.042816	0.042816	0.042816	0.042816
59	0.013768	0.013768	0.013768	0.013768	0.013768	0.013768
64	0.018880	0.018880	0.018880	0.018880	0.018880	0.018880
69	0.012665	0.012665	0.012665	0.012665	0.012665	0.012665
74	0.018523	0.018523	0.018523	0.018523	0.018523	0.018523
79	0.047049	0.047049	0.047049	0.047049	0.047049	0.047049
3	0.033500	0.033500	0.033500	0.033500	0.033500	0.033500
8	0.018880	0.018880	0.018880	0.018880	0.018880	0.018880
13	0.053890	0.053890	0.053890	0.053890	0.053890	0.053890
18	0.026903	0.026903	0.026903	0.026903	0.026903	0.026903
23	0.041185	0.041185	0.041185	0.041185	0.041185	0.041185
28	0.141154	0.141154	0.141154	0.141154	0.141154	0.141154
33	0.018785	0.018785	0.018785	0.018785	0.018785	0.018785
38	0.012345	0.012345	0.012345	0.012345	0.012345	0.012345
43	0.033810	0.033810	0.033810	0.033810	0.033810	0.033810
48	0.070671	0.070671	0.070671	0.070671	0.070671	0.070671
53	0.023754	0.023754	0.023754	0.023754	0.023754	0.023754
58	0.045052	0.045052	0.045052	0.045052	0.045052	0.045052
63	0.040498	0.040498	0.040498	0.040498	0.040498	0.040498
68	0.046744	0.046744	0.046744	0.046744	0.046744	0.046744
73	0.012519	0.012519	0.012519	0.012519	0.012519	0.012519
78	0.095161	0.095161	0.095161	0.095161	0.095161	0.095161
